cl objID RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag ingalaxy
6 1237651252058129176 256.883797 0.027 35.352616 0.029 24.530 0.768 22.563 0.106 21.175 0.048 20.118 0.030 19.580 0.061 nan
3 1237655504034792198 256.883822 0.142 35.338011 0.151 21.929 0.464 26.038 1.476 22.666 0.615 21.185 0.268 21.546 1.264 nan
3 1237654952672101162 256.883831 0.136 35.371197 0.201 23.572 1.175 22.497 0.214 21.763 0.180 22.077 0.370 22.887 1.361 nan
3 1237655504034792492 256.883934 0.106 35.307982 0.126 24.573 1.135 23.192 0.283 22.262 0.179 21.838 0.201 21.418 0.476 nan
3 1237654952672036186 256.884445 0.105 35.472841 0.105 24.866 0.813 23.803 0.306 22.641 0.187 22.271 0.200 22.929 0.632 1.0
3 1237654952672035502 256.884501 0.044 35.490434 0.046 21.730 0.181 21.249 0.054 20.133 0.032 19.745 0.033 19.549 0.100 1.0
6 1237655504034792374 256.884583 0.031 35.346500 0.032 24.247 0.637 22.108 0.075 21.315 0.051 21.052 0.061 20.750 0.168 nan
6 1237654952672100439 256.884786 0.003 35.359648 0.003 19.052 0.020 18.041 0.006 17.724 0.006 17.619 0.007 17.583 0.015 nan
3 1237654952672101161 256.885099 0.126 35.371091 0.146 24.763 0.805 23.284 0.195 23.431 0.344 22.272 0.191 22.334 0.547 nan
6 1237654952672035503 256.885545 0.096 35.488912 0.094 24.362 0.748 24.766 0.477 22.686 0.177 21.908 0.133 22.745 0.570 0.0
3 1237654952672036403 256.885646 0.134 35.406794 0.120 23.910 0.754 23.916 0.370 24.640 0.743 21.793 0.149 21.506 0.395 1.0
3 1237654952672036155 256.885722 0.130 35.500423 0.119 23.314 0.428 24.103 0.345 22.894 0.211 22.340 0.195 21.787 0.388 1.0
6 1237654952672035859 256.885882 0.123 35.466466 0.112 25.201 0.820 23.239 0.224 24.169 0.658 23.196 0.482 22.825 0.730 0.0
3 1237654952672035723 256.885992 0.100 35.507324 0.103 22.822 0.580 21.848 0.111 20.714 0.065 20.366 0.072 19.817 0.165 1.0
3 1237655504034792852 256.886178 0.116 35.326217 0.116 23.182 0.359 23.377 0.215 22.589 0.151 22.164 0.163 21.718 0.369 nan
3 1237655504034792478 256.886511 0.138 35.317027 0.125 23.464 0.512 22.942 0.180 22.015 0.108 20.989 0.070 20.339 0.142 nan
6 1237654952672101614 256.886561 0.059 35.386285 0.059 23.107 0.385 23.975 0.328 21.934 0.097 20.809 0.054 19.862 0.084 0.0
3 1237654952672036047 256.886689 0.045 35.404484 0.040 23.777 0.756 22.090 0.089 20.700 0.042 20.203 0.040 19.936 0.114 1.0
6 1237654952672035907 256.886748 0.048 35.448619 0.047 23.462 0.511 22.930 0.150 21.567 0.073 20.860 0.058 20.708 0.181 0.0
3 1237654952672035915 256.886985 0.157 35.445782 0.143 23.489 0.652 22.421 0.121 22.202 0.157 21.728 0.155 21.948 0.590 1.0
6 1237654952672036243 256.887001 0.125 35.417431 0.143 25.238 0.661 24.663 0.471 22.725 0.189 22.645 0.254 21.618 0.353 0.0
3 1237654952672035962 256.887097 0.093 35.433419 0.127 23.221 0.509 22.322 0.107 21.757 0.103 21.319 0.105 21.186 0.325 1.0
3 1237655504034792823 256.887111 0.109 35.342957 0.097 23.417 0.552 23.208 0.246 22.053 0.125 21.403 0.112 21.374 0.383 nan
6 1237654952672035692 256.887307 0.016 35.520332 0.016 23.798 0.597 21.891 0.060 20.431 0.028 19.269 0.016 18.657 0.031 0.0
3 1237655504034792197 256.887632 0.059 35.345396 0.063 22.124 0.173 21.949 0.073 21.683 0.079 21.394 0.094 21.107 0.262 nan
6 1237654952672036157 256.887656 0.067 35.499889 0.068 24.214 0.759 24.506 0.457 22.112 0.114 21.604 0.108 21.216 0.267 0.0
6 1237654952672036064 256.888027 0.037 35.396539 0.043 25.064 0.729 22.689 0.118 21.362 0.060 20.531 0.043 19.936 0.089 0.0
6 1237654952672101615 256.888746 0.066 35.383408 0.070 24.451 0.786 23.530 0.235 22.084 0.111 21.007 0.063 20.284 0.120 0.0
3 1237654952672034894 256.888748 0.405 35.531808 0.235 24.592 0.985 22.668 0.144 22.238 0.162 22.142 0.216 23.161 0.730 1.0
3 1237654952672036405 256.888775 0.124 35.406084 0.107 23.749 0.876 24.537 0.682 22.782 0.295 21.305 0.122 20.245 0.174 1.0
3 1237654952672036181 256.889006 0.168 35.479101 0.171 24.773 1.313 25.212 0.869 21.924 0.157 23.300 0.727 22.718 1.020 1.0
3 1237654952672034895 256.889369 0.170 35.531920 0.232 24.228 0.818 23.476 0.248 23.075 0.281 22.196 0.197 21.925 0.485 1.0
3 1237654952672036383 256.889407 0.112 35.433669 0.111 24.013 0.748 23.754 0.306 23.104 0.286 21.720 0.130 21.128 0.271 1.0
3 1237655504034792201 256.889769 0.120 35.328139 0.089 22.197 0.273 21.275 0.060 20.341 0.039 20.002 0.045 19.897 0.144 nan
3 1237654952672035787 256.889878 0.083 35.492030 0.092 24.053 1.179 22.064 0.117 21.952 0.165 21.641 0.191 21.772 0.711 1.0
3 1237654952672101173 256.889918 0.077 35.369371 0.096 22.197 0.302 21.486 0.071 20.832 0.063 20.416 0.065 20.301 0.217 nan
3 1237654952672036220 256.890652 0.126 35.438994 0.148 23.220 0.511 23.305 0.245 22.197 0.151 21.898 0.174 23.090 0.746 1.0
6 1237654952672035991 256.891341 0.067 35.423066 0.060 24.893 0.748 23.266 0.186 22.028 0.102 20.827 0.053 20.296 0.118 0.0
6 1237654952672036172 256.891346 0.058 35.490047 0.057 24.689 0.746 23.532 0.228 22.024 0.101 21.051 0.063 20.166 0.105 0.0
6 1237654952672034896 256.891470 0.119 35.531794 0.123 23.816 0.669 23.934 0.356 22.505 0.172 21.859 0.144 21.453 0.340 0.0
3 1237651252058129199 256.891506 0.065 35.346791 0.068 22.579 0.302 22.465 0.123 21.578 0.085 20.999 0.078 20.908 0.241 nan
3 1237655504034792494 256.891759 0.182 35.310008 0.167 23.340 0.653 22.746 0.197 22.589 0.240 21.602 0.163 20.966 0.333 nan
6 1237654952672035285 256.891862 0.009 35.447121 0.009 20.870 0.064 19.867 0.015 19.616 0.016 19.502 0.019 19.594 0.065 0.0
6 1237655504034792458 256.891972 0.141 35.323788 0.180 24.283 0.631 24.674 0.464 23.527 0.304 21.976 0.129 21.368 0.270 nan
6 1237655504034792457 256.892134 0.067 35.322626 0.065 25.659 0.531 23.135 0.204 21.721 0.084 20.611 0.051 20.308 0.139 nan
3 1237654952672035788 256.892208 0.109 35.492842 0.130 23.225 0.854 22.272 0.172 21.322 0.117 21.106 0.146 22.744 1.322 1.0
6 1237654952672034893 256.892297 0.001 35.532954 0.001 16.707 0.006 15.500 0.004 14.976 0.004 14.767 0.004 14.667 0.004 0.0
3 1237654952672034982 256.892338 0.027 35.428128 0.027 25.027 9.999 29.767 0.321 14.960 0.005 22.495 5.139 28.256 0.189 1.0
3 1237655504034792862 256.892364 0.076 35.326131 0.068 25.707 0.454 23.267 0.207 21.960 0.094 21.479 0.097 21.314 0.296 nan
3 1237654952672101131 256.892543 0.134 35.384878 0.100 22.887 0.382 23.270 0.231 22.266 0.155 22.286 0.233 22.331 0.671 1.0
3 1237654952672035281 256.892964 0.073 35.450583 0.085 25.072 0.730 24.454 0.444 22.449 0.153 22.158 0.174 22.234 0.528 1.0
6 1237654952672035279 256.893902 0.009 35.452082 0.009 21.720 0.121 20.276 0.019 19.642 0.016 19.368 0.017 19.335 0.052 0.0
3 1237654952672035937 256.894119 0.076 35.442219 0.082 26.623 0.437 22.626 0.202 21.877 0.167 20.782 0.096 20.408 0.253 1.0
6 1237655504034792863 256.894192 0.085 35.325340 0.083 23.608 0.459 24.424 0.418 22.806 0.171 22.153 0.150 21.757 0.354 nan
6 1237655504034792207 256.894229 0.022 35.318548 0.023 22.118 0.159 21.305 0.040 20.668 0.031 20.246 0.033 20.204 0.111 nan
3 1237654952672101146 256.894272 0.134 35.380381 0.193 23.548 0.633 22.776 0.153 23.367 0.389 23.128 0.460 22.412 0.682 nan
3 1237654952672036007 256.894401 0.147 35.418633 0.185 23.316 0.609 22.383 0.127 22.169 0.164 22.034 0.220 22.385 0.793 1.0
6 1237654952672036350 256.894860 0.195 35.482248 0.159 25.502 1.141 24.913 1.018 22.196 0.234 20.709 0.094 19.844 0.161 0.0
6 1237654952672035679 256.894904 0.013 35.527728 0.013 23.117 0.379 21.447 0.042 20.051 0.021 19.144 0.015 18.642 0.030 0.0
3 1237654952672035280 256.895116 0.099 35.452881 0.122 24.336 0.811 23.475 0.238 22.295 0.137 21.936 0.148 22.072 0.501 1.0
3 1237654952672035539 256.895506 0.021 35.460773 0.023 21.479 0.135 20.505 0.027 19.821 0.023 19.369 0.022 19.128 0.062 1.0
3 1237654952672036167 256.895610 0.134 35.495560 0.142 24.446 0.869 23.502 0.258 22.295 0.147 21.080 0.076 20.446 0.156 1.0
6 1237654952672035190 256.895620 0.004 35.506821 0.004 22.182 0.176 19.773 0.014 18.536 0.008 18.032 0.008 17.725 0.016 0.0
3 1237654952672035191 256.895744 0.058 35.504924 0.059 24.180 1.150 21.736 0.081 20.831 0.058 20.352 0.057 19.731 0.119 1.0
6 1237654952672100581 256.895850 0.005 35.386803 0.005 21.173 0.081 19.495 0.012 18.795 0.010 18.510 0.010 18.350 0.025 0.0
3 1237654952672036300 256.895939 0.087 35.536816 0.085 24.807 3.757 22.892 0.667 21.327 0.263 19.948 0.118 19.667 0.343 1.0
3 1237654952672036311 256.895968 0.118 35.522894 0.155 24.299 0.826 24.242 0.428 23.057 0.277 21.725 0.132 21.209 0.291 1.0
3 1237651252058128477 256.895992 0.199 35.338354 0.151 23.956 0.676 24.733 0.510 24.525 0.611 22.364 0.210 22.144 0.486 nan
6 1237654952672101832 256.896016 0.084 35.377190 0.087 25.890 0.437 24.626 0.466 23.561 0.373 21.804 0.125 21.064 0.231 nan
6 1237654952672035546 256.896016 0.010 35.448269 0.010 22.320 0.198 20.649 0.024 19.765 0.017 19.417 0.018 19.268 0.050 0.0
6 1237651252058128476 256.896054 0.001 35.335096 0.001 18.019 0.011 15.623 0.004 14.615 0.003 14.256 0.004 14.052 0.004 nan
3 1237655504034792208 256.896281 0.047 35.319271 0.043 24.152 0.763 22.310 0.102 21.074 0.049 20.501 0.047 20.382 0.151 nan
6 1237654952672035935 256.896439 0.074 35.443896 0.087 23.891 0.693 22.668 0.125 22.102 0.120 22.355 0.219 21.588 0.379 0.0
6 1237654952672035222 256.896621 0.004 35.486734 0.004 21.032 0.072 19.184 0.010 18.388 0.008 18.127 0.008 17.983 0.019 0.0
3 1237654952672101634 256.896846 0.187 35.372112 0.201 23.147 0.572 23.124 0.250 22.231 0.185 22.713 0.415 21.572 0.525 nan
6 1237655504034792087 256.897014 0.007 35.330453 0.007 23.288 0.365 20.571 0.023 19.330 0.012 18.788 0.012 18.520 0.027 nan
6 1237654952672035192 256.897169 0.068 35.505825 0.060 23.696 0.582 22.443 0.095 22.049 0.104 21.882 0.133 22.202 0.498 0.0
3 1237654952672035964 256.897267 0.073 35.436622 0.101 21.844 0.208 21.269 0.057 20.564 0.048 20.419 0.063 20.087 0.169 1.0
6 1237654952672036245 256.897387 0.151 35.420996 0.132 24.986 0.712 23.741 0.268 22.803 0.198 22.999 0.332 21.550 0.329 0.0
3 1237654952672035794 256.897845 0.050 35.491898 0.038 21.913 0.222 20.618 0.034 19.972 0.029 19.583 0.031 19.484 0.104 1.0
6 1237654952672035434 256.898061 0.010 35.509629 0.010 23.365 0.447 21.163 0.034 19.807 0.018 18.757 0.012 18.185 0.022 0.0
3 1237655504034792495 256.898237 0.157 35.312219 0.176 24.822 0.827 22.941 0.180 22.769 0.214 22.939 0.382 22.218 0.610 nan
3 1237654952672035680 256.898544 0.289 35.529476 0.193 26.646 0.432 22.622 0.201 21.474 0.118 20.697 0.089 19.922 0.165 1.0
6 1237655504034793063 256.899084 0.096 35.327913 0.090 25.055 0.588 24.043 0.332 24.156 0.450 22.140 0.149 22.031 0.422 nan
3 1237654952672035981 256.899226 0.183 35.431564 0.192 22.741 0.353 22.780 0.161 22.400 0.183 22.663 0.337 21.897 0.553 1.0
6 1237655504034792088 256.899246 0.107 35.330181 0.097 22.865 0.303 23.297 0.216 22.393 0.137 22.084 0.163 22.679 0.612 nan
3 1237654952672036340 256.899264 0.123 35.488765 0.154 24.706 0.850 24.392 0.462 22.866 0.232 21.959 0.158 21.185 0.281 1.0
3 1237654952672101654 256.899407 0.092 35.356784 0.079 24.381 1.011 23.115 0.215 21.929 0.124 21.441 0.120 21.058 0.303 nan
6 1237654952672101180 256.899424 0.083 35.371057 0.099 25.581 0.548 23.200 0.178 22.520 0.158 21.583 0.102 20.861 0.194 nan
6 1237655504034792462 256.899647 0.085 35.324876 0.066 23.146 0.351 22.938 0.149 22.471 0.137 22.910 0.300 22.663 0.565 nan
6 1237654952672100970 256.899789 0.011 35.363819 0.012 24.809 0.765 21.289 0.038 19.895 0.019 18.871 0.012 18.311 0.024 nan
3 1237654952672035435 256.900012 0.144 35.509227 0.188 24.384 0.842 22.971 0.163 22.891 0.240 22.351 0.222 21.798 0.447 1.0
3 1237651252058129071 256.900335 0.029 35.333173 0.027 20.769 0.093 20.156 0.026 19.791 0.027 19.621 0.035 19.640 0.121 nan
6 1237654952672034916 256.900556 0.004 35.467347 0.004 21.557 0.109 19.176 0.010 18.262 0.007 18.000 0.008 17.817 0.017 0.0
6 1237654952672100959 256.901128 0.014 35.385955 0.014 25.530 0.567 21.526 0.045 20.171 0.023 18.974 0.013 18.056 0.021 nan
6 1237654952672100960 256.901184 0.057 35.383467 0.055 25.109 0.720 25.113 0.510 24.802 0.635 24.360 0.634 19.480 0.067 nan
6 1237654952672100964 256.901208 0.052 35.387077 0.052 24.419 0.766 25.114 0.492 24.802 0.614 24.362 0.611 19.013 0.045 nan
6 1237654952672100965 256.901253 0.053 35.391206 0.054 24.935 0.745 25.618 0.444 24.418 0.585 24.035 0.594 19.164 0.052 0.0
6 1237654952672034980 256.901343 0.350 35.409615 0.358 25.431 0.576 25.376 0.475 24.446 0.581 24.023 0.583 19.048 0.047 0.0
6 1237654952672034977 256.901398 0.630 35.400827 0.566 24.877 0.752 25.276 0.495 24.544 0.606 24.353 0.626 18.851 0.041 0.0
6 1237654952672034976 256.901458 0.052 35.403956 0.052 24.443 0.765 24.558 0.446 24.920 0.614 24.404 0.621 19.082 0.050 0.0
6 1237654952672034970 256.901593 0.268 35.410692 0.286 24.283 0.735 25.184 0.490 24.086 0.502 24.294 0.609 19.045 0.049 0.0
6 1237654952672034971 256.901600 0.051 35.414035 0.050 23.987 0.681 25.099 0.507 24.916 0.624 24.912 0.556 18.877 0.042 0.0
6 1237654952672034974 256.901659 0.053 35.415808 0.053 23.848 0.657 25.138 0.532 24.864 0.658 24.326 0.667 18.949 0.047 0.0
6 1237654952672034975 256.901715 0.053 35.421728 0.052 24.555 0.764 24.858 0.483 24.689 0.610 23.506 0.471 19.156 0.053 0.0
6 1237654952672034993 256.901738 0.061 35.423012 0.062 25.105 0.700 25.260 0.498 24.951 0.617 24.598 0.610 19.529 0.075 0.0
6 1237654952672034968 256.901769 0.052 35.418642 0.050 25.564 0.576 25.042 0.539 24.760 0.663 24.893 0.594 18.816 0.043 0.0
3 1237654952672034995 256.902049 0.050 35.445420 0.051 24.751 0.893 25.074 0.604 24.311 0.668 24.300 0.740 18.278 0.028 1.0
3 1237654952672034989 256.902169 0.399 35.447079 0.398 25.311 1.180 24.719 0.892 24.343 1.060 24.512 1.174 18.611 0.080 1.0
3 1237654952672034994 256.902195 0.049 35.450878 0.049 25.296 0.715 25.287 0.561 24.281 0.637 23.788 0.626 18.218 0.026 1.0
3 1237654952672034986 256.902329 0.049 35.458077 0.049 23.963 0.745 25.010 0.564 24.302 0.637 24.907 0.622 18.299 0.028 1.0
3 1237654952672101682 256.902474 0.197 35.340881 0.233 26.379 0.402 25.355 0.684 23.643 0.542 23.852 0.804 19.917 0.124 nan
3 1237655504034792896 256.902601 0.148 35.313964 0.167 23.352 0.519 23.058 0.206 22.263 0.146 21.376 0.106 21.004 0.274 nan
3 1237654952672034966 256.902623 0.049 35.479779 0.050 24.473 0.929 25.517 0.577 24.764 0.766 24.094 0.757 18.013 0.024 1.0
3 1237654952672034984 256.902662 0.547 35.472718 0.602 25.765 0.454 25.145 0.491 24.565 0.597 24.551 0.594 18.336 0.026 1.0
3 1237654952672034940 256.902711 0.036 35.493550 0.033 21.766 0.190 20.538 0.031 19.816 0.026 19.442 0.026 17.153 0.015 1.0
3 1237654952672034934 256.902718 0.047 35.484411 0.047 24.627 0.875 25.359 0.561 24.794 0.713 24.452 0.715 18.032 0.023 1.0
3 1237654952672034931 256.902743 0.047 35.485947 0.048 24.741 0.909 25.091 0.606 24.908 0.744 24.600 0.737 17.889 0.021 1.0
6 1237654952672034958 256.902922 0.049 35.496046 0.047 25.073 0.703 25.381 0.487 24.630 0.615 24.259 0.620 18.670 0.035 0.0
6 1237654952672034957 256.902948 0.048 35.496944 0.047 23.963 0.647 25.049 0.498 24.829 0.614 24.223 0.609 18.523 0.031 0.0
6 1237654952672101201 256.902980 0.052 35.363348 0.059 23.353 0.490 22.067 0.074 21.563 0.075 21.719 0.125 21.766 0.422 nan
3 1237654952672034951 256.903006 0.047 35.501071 0.048 25.424 0.716 25.527 0.571 24.920 0.757 24.457 0.767 17.866 0.021 1.0
6 1237654952672100462 256.903062 0.001 35.357912 0.001 18.236 0.013 16.735 0.004 16.136 0.004 15.919 0.004 15.822 0.006 nan
6 1237654952672034908 256.903145 0.001 35.534785 0.001 17.557 0.009 16.298 0.004 15.910 0.004 15.818 0.004 15.747 0.006 0.0
3 1237654952672034942 256.903231 0.047 35.513830 0.048 24.148 0.861 24.575 0.551 24.514 0.733 24.533 0.757 17.945 0.022 1.0
3 1237654952672034952 256.903307 0.048 35.517356 0.048 25.010 0.840 24.583 0.529 24.833 0.727 24.211 0.731 17.936 0.022 1.0
3 1237654952672034963 256.903394 0.147 35.521965 0.179 24.936 0.723 24.885 0.484 24.011 0.481 23.524 0.467 18.261 0.025 1.0
6 1237655504034792871 256.903416 0.154 35.324070 0.153 23.592 0.481 23.465 0.230 22.864 0.192 22.451 0.208 21.936 0.430 nan
3 1237654952672034961 256.903419 0.254 35.528834 0.329 25.318 0.618 25.252 0.487 24.460 0.582 24.364 0.609 18.307 0.025 1.0
3 1237654952672034945 256.903467 0.048 35.530482 0.047 24.863 0.829 24.854 0.544 24.398 0.648 24.021 0.666 18.166 0.025 1.0
3 1237654952672034928 256.903491 0.047 35.533862 0.046 25.140 0.764 23.222 0.216 23.834 0.506 22.110 0.185 18.023 0.023 1.0
3 1237654952672101681 256.903633 0.121 35.342160 0.120 24.587 0.804 23.712 0.271 22.490 0.157 21.156 0.072 20.368 0.129 nan
6 1237654952672034921 256.903636 0.005 35.408608 0.005 20.645 0.055 19.250 0.010 18.710 0.009 18.489 0.010 18.354 0.026 0.0
3 1237654952672100967 256.903651 0.072 35.387621 0.061 24.676 1.054 21.767 0.071 20.822 0.049 20.278 0.045 20.265 0.162 nan
3 1237654952672101151 256.904584 0.106 35.383671 0.095 23.207 1.114 23.426 0.602 21.167 0.132 20.572 0.119 19.841 0.230 nan
3 1237655504034792880 256.904683 0.156 35.320889 0.188 24.052 1.056 23.181 0.300 22.118 0.169 21.024 0.102 20.228 0.185 nan
3 1237654952672036372 256.904692 0.306 35.461739 0.194 25.126 0.801 23.989 0.382 22.960 0.265 22.091 0.190 21.717 0.449 1.0
6 1237654952672034920 256.904734 0.007 35.406923 0.007 23.981 0.653 20.713 0.025 19.260 0.013 18.379 0.009 17.882 0.018 0.0
6 1237654952672101667 256.904805 0.109 35.351457 0.127 24.424 0.776 23.961 0.318 22.584 0.168 21.145 0.070 20.427 0.135 nan
3 1237654952672101152 256.904944 0.100 35.383513 0.083 23.723 0.636 22.509 0.108 22.035 0.115 22.224 0.200 21.761 0.436 nan
6 1237654952672100968 256.905364 0.170 35.388609 0.175 25.383 0.608 24.030 0.329 23.160 0.266 22.288 0.184 22.671 0.567 nan
6 1237654952672034912 256.905846 0.002 35.518539 0.002 19.261 0.022 17.740 0.005 17.158 0.005 16.989 0.005 16.881 0.010 0.0
6 1237654952672036152 256.906430 0.227 35.511664 0.169 24.415 0.855 23.453 0.245 22.470 0.169 21.832 0.144 20.942 0.237 0.0
3 1237654952672036140 256.906544 0.124 35.528221 0.107 25.839 0.543 23.335 0.236 22.578 0.195 23.073 0.434 21.709 0.454 1.0
6 1237654952672100602 256.906729 0.003 35.375869 0.003 20.508 0.050 18.548 0.007 17.803 0.006 17.555 0.006 17.399 0.013 nan
3 1237654952672035726 256.906961 0.147 35.514113 0.130 21.703 0.376 21.781 0.175 23.062 0.876 21.778 0.434 21.200 0.928 1.0
3 1237654952672101270 256.907057 0.193 35.339257 0.140 23.098 0.591 22.723 0.188 22.220 0.194 22.197 0.286 22.790 0.990 nan
6 1237654952672036227 256.907223 0.084 35.438051 0.077 24.400 0.752 23.590 0.237 22.526 0.156 22.249 0.178 23.544 0.461 0.0
3 1237654952672035939 256.907273 0.096 35.448303 0.094 22.811 0.419 22.644 0.161 21.765 0.118 21.303 0.118 21.198 0.378 1.0
3 1237654952672036187 256.907367 0.109 35.480832 0.093 23.881 0.666 23.413 0.223 22.378 0.146 21.748 0.124 22.773 0.620 1.0
6 1237654952672035436 256.907466 0.009 35.497662 0.010 23.137 0.375 20.810 0.027 19.732 0.017 19.246 0.016 19.006 0.040 0.0
3 1237654952672036388 256.907578 0.089 35.434987 0.104 25.426 0.703 24.973 0.599 23.288 0.354 21.540 0.117 21.866 0.496 1.0
6 1237654952672035516 256.907681 0.016 35.485070 0.017 21.797 0.134 20.606 0.024 20.315 0.026 20.219 0.033 20.200 0.113 0.0
3 1237654952672036039 256.907849 0.049 35.415798 0.047 23.565 0.754 22.729 0.174 20.959 0.059 19.790 0.033 19.324 0.076 1.0
3 1237654952672101675 256.907952 0.189 35.348191 0.194 23.679 0.685 23.574 0.292 22.587 0.205 23.028 0.429 22.865 0.735 nan
3 1237654952672035963 256.908004 0.110 35.442525 0.098 22.941 0.338 23.275 0.201 22.480 0.156 22.119 0.167 21.286 0.280 1.0
6 1237654952672036318 256.908692 0.112 35.524761 0.101 25.191 0.720 24.808 0.518 23.423 0.348 21.901 0.144 21.882 0.450 0.0
6 1237654952672035198 256.908861 0.006 35.504048 0.006 22.399 0.211 20.281 0.019 18.955 0.010 18.288 0.009 17.907 0.018 0.0
3 1237654952672035695 256.909016 0.140 35.528674 0.233 23.236 0.542 22.482 0.126 21.531 0.091 21.333 0.110 23.055 0.776 1.0
6 1237654952672100998 256.909809 0.116 35.397166 0.122 22.342 0.205 24.269 0.380 24.152 0.522 25.595 0.354 23.724 0.415 0.0
6 1237654952672035905 256.910293 0.034 35.459485 0.035 24.403 0.802 22.462 0.101 21.161 0.052 19.944 0.027 19.325 0.055 0.0
3 1237654952672035719 256.910829 0.138 35.518516 0.175 23.124 0.471 22.529 0.126 22.159 0.144 21.881 0.169 21.567 0.431 1.0
3 1237654952672100912 256.911006 0.007 35.336638 0.008 22.835 0.340 20.461 0.052 18.873 0.010 17.943 0.008 17.414 0.014 nan
6 1237654952672035317 256.911289 0.004 35.439769 0.004 22.519 0.232 19.908 0.015 18.417 0.008 17.326 0.006 16.719 0.009 0.0
6 1237654952672036356 256.911347 0.096 35.484988 0.095 24.843 0.752 24.284 0.385 23.329 0.299 22.004 0.144 22.348 0.521 0.0
6 1237654952672100913 256.911437 0.160 35.334907 0.154 25.416 0.595 24.398 0.411 23.290 0.295 22.477 0.216 21.479 0.323 nan
3 1237654952672101837 256.911459 0.150 35.379591 0.160 25.747 0.772 24.280 0.620 23.000 0.373 21.698 0.180 21.505 0.525 nan
6 1237654952672035547 256.911520 0.029 35.450657 0.028 22.106 0.168 21.229 0.036 20.986 0.043 20.846 0.054 20.876 0.194 0.0
6 1237654952672035802 256.911771 0.070 35.494979 0.064 24.025 0.707 22.797 0.133 21.964 0.101 21.576 0.106 21.244 0.276 0.0
